id,title,brand,reference,price_raw,price,price_original_raw,price_original,discount_percent,url,image_small,image_large,description,promo_type,scrape_date
,Brosses a dents répare et protège souple bleu - Sensodyne,Sensodyne,5054563022295-bleu,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/7737-brosses-a-dents-repare-et-protege-souple-bleu-sensodyne.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20092-thickbox_default/brosses-a-dents-repare-et-protege-souple-bleu-sensodyne.jpg,La brosse à dents Répare & Protège de Sensodyne a été spécialement conçue pour les personnes ayant les dents sensibles. Elle est dotée de filaments qui fléchissent au contact des dents et des gencives pour garantir un nettoyage en douceur. Les filaments externes de la brosse sont effilés afin de rendre leur extrémité encore plus flexible pour protéger...,Standard,2025-11-24
,Brosses a dents répare et protège souple violet - Sensodyne,Sensodyne,5054563022295-violet,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/7736-brosses-a-dents-repare-et-protege-souple-violet-sensodyne.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20095-thickbox_default/brosses-a-dents-repare-et-protege-souple-violet-sensodyne.jpg,La brosse à dents Répare & Protège de Sensodyne a été spécialement conçue pour les personnes ayant les dents sensibles. Elle est dotée de filaments qui fléchissent au contact des dents et des gencives pour garantir un nettoyage en douceur. Les filaments externes de la brosse sont effilés afin de rendre leur extrémité encore plus flexible pour protéger...,Standard,2025-11-24
,Byphasse Gel douche au grenade rose 500ml,Byphasse,8436097093588,"12,000 TND",12.0,,,0.0,https://cosmetique.tn/gel-douche/7026-gel-douche-au-grenade-rose-500ml-byphasse.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17326-thickbox_default/gel-douche-au-grenade-rose-500ml-byphasse.jpg,"Gel douche floral à l'extrait de grenade rose qui revitalise votre corps et laisse une sensation de douceur sur votre peau.
Son parfum hespéridé et passionné vous transportera dans les jardins ensoleillés du sud de l'Espagne.
Avec ce gel vous obtiendrez un moment de bien-être sous la douche, une peau propre et douce.

Une formule douce au pH neutre.
Sans...",Standard,2025-11-24
,SECHERESSE Soin Toilette Intime 250ml - Rogé Cavaillès,Rogé Cavaillès,3596490005641,"27,500 TND",27.5,"30,556 TND",30.556,10.0,https://cosmetique.tn/hygiene-intime/6662-secheresse-soin-toilette-intime-250ml-avec-olivier-nourrissant.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16432-thickbox_default/secheresse-soin-toilette-intime-250ml-avec-olivier-nourrissant.jpg,"Toilette et hygiène intime quotidienne.
Convient aux muqueuses sensibles.
Ultra-respectueuses et 97% d’ origine naturelle, les formules intimes Rogé Cavaillès, enrichies en prébiotiques, respectent et protègent l’ équilibre intime. 
Ce Gel Intime pour Femme libère en continu des extraits hydratants de feuilles d’ olivier pour hydrater et aide à diminuer...",Standard,2025-11-24
,Kemphor Brosse à dents suave vert,kemphor,8410496001238-Vert,"8,200 TND",8.2,,,0.0,https://cosmetique.tn/brosse-a-dents/5660-brosse-a-dents-suave-vert-kemphor.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13656-thickbox_default/brosse-a-dents-suave-vert-kemphor.jpg,"La brosse à dents souple Kemphor réalise un nettoyage en profondeur grâce à ses pointes arrondies qui vous aideront à prendre soin et à protéger l'émail et les gencives. Grâce à ses filaments de caoutchouc centraux, les taches disparaîtront en douceur.La brosse à dents souple Kemphor a une tête réduite avec laquelle vous atteindrez les zones difficiles à...",Standard,2025-11-24
,Aktiv sélénium 30 gelules - doppel herz,Aktiv Doppel herz,4009932417135,"38,800 TND",38.8,,,0.0,https://cosmetique.tn/forme-et-vitalite/3953-aktiv-selenium-30-gelules-doppel-herz.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16527-thickbox_default/aktiv-selenium-30-gelules-doppel-herz.jpg,"AKTIV SÉLÉNIUM est un Complexe antioxydant à haute puissance et avec la meilleure assimilation.
Doppelherz® aktiv Sélénium contient une combinaison d'antioxydants qui agissent en synergie pour protéger les cellules contre les radicaux libres, soutenir le fonctionnement du système immunitaire et réduire la fatigue.
Le sélénium est un oligo-élément...",Standard,2025-11-24
,Aktiv kollagen beauty 30 doses,Aktiv Doppel herz,4009932414301,"214,000 TND",214.0,,,0.0,https://cosmetique.tn/forme-et-vitalite/1873-aktiv-kollagen-beauty-30-doses-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/5178-thickbox_default/aktiv-kollagen-beauty-30-doses-.jpg,"Un soin quotidien, une bonne alimentation et une activité physique en plein air contribuent à garder une apparence jeune plus longtemps. Mais il existe des molécules qui peuvent aider notre peau de l’intérieur: les peptides de collagène. Lorsque nous sommes jeunes, notre peau est ferme, élastique, lisse et belle. Elle peut emmagasiner beaucoup d’eau et...",Standard,2025-11-24
,Aktiv-memory concentration 30 gélules -doppel herz,Aktiv Doppel herz,4009932414707,"31,300 TND",31.3,,,0.0,https://cosmetique.tn/complement-alimentaire/1773-aktiv-memovit-30-gelules-doppelherz.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18232-thickbox_default/aktiv-memovit-30-gelules-doppelherz.jpg,"Mémoire active et Concentration
Aktiv-Memory de Doppelherz® est destiné à tous ceux dont la mémoire est fortement sollicitée: les écoliers à partir de 12 ans et les étudiants en période d´apprentissage, de révisions et d´examens, les adultes dont la profession requiert des performances intellectuelles constantes, les personnes âgées qui veulent conserver...",Standard,2025-11-24
,Avène COLD CREAM Pain Surgras 100g,Avene,3282770114096,"35,300 TND",35.3,,,0.0,https://cosmetique.tn/savon/6488-trixera-cold-cream-savon-avene-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/15961-thickbox_default/trixera-cold-cream-savon-avene-.jpg,"Avène Trixera Cold Cream Pain Nettoyant Surgras est un pain nettoyant profondément hydratant, spécialement formulé pour les besoins des peaux normales à sèches. Enrichie en Eau thermale d'Avène, reconnue pour ses propriétés apaisantes et adoucissantes, et en cire d'abeille blanche, qui protège la peau des agressions environnementales, cette formule...",Standard,2025-11-24
,Mousti stop gel protecteur tous types de peau 50ml -phytéal,Phytéal,6192419804363,"16,000 TND",16.0,,,0.0,https://cosmetique.tn/anti-insectes/3428-gel-protecteur-mousti-stop-phyteal-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16545-thickbox_default/gel-protecteur-mousti-stop-phyteal-.jpg,"Grâce à sa composition naturelle en huile essentielle de citronnelle répulsive et à l'aloé vera calmant, MOUSTISTOP repousse les insectes et apaise les anciennes piqûres.
ALOE VERA : Plante originaire d'Afrique, L'Aloé Vera contient naturellement des vitamines, des minéraux, des acides aminés, des mono et polysaccharides, des enzymes et beaucoup d'autres...",Standard,2025-11-24
,Savon crème à l'huile d'olive vierge nature 150g - oliva nature,Oliva Nature,6192490900152,"15,000 TND",15.0,,,0.0,https://cosmetique.tn/savon/1815-savon-creme-a-l-huile-d-olive-vierge-nature-150g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7528-thickbox_default/savon-creme-a-l-huile-d-olive-vierge-nature-150g-oliva-nature.jpg,"Adapté à tout type de peau.
Surgras 7 %
 Riche en Glycérine ± 9  % 
SCN1
150 g
Savon  Crème Artisanal  à l'huile d'olive  (plus de 80 % d'huile d'olive vierge) , visage et Corps.",Standard,2025-11-24
,Vitamino+ immunité et fatigue 30 comprimes - Eric favre,Eric favre,3525722032896,"34,500 TND",34.5,,,0.0,https://cosmetique.tn/forme-et-vitalite/8022-vitamino-immunite-et-fatigue-30-comprimes-eric-favre.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19347-thickbox_default/vitamino-immunite-et-fatigue-30-comprimes-eric-favre.jpg,"Pour booster sa forme et renforcer son immunité, rien ne vaut un cocktail à base de vitamines, de minéraux ou de plantes. Vitamino + est un complément alimentaire complet (vitamines, minéraux et acides aminés) :
Les vitamines B2, B6, B12, C et le fer contribuent à réduire la fatigue.
Les vitamines A, B6, B9, B12, C, D, le fer et le zinc contribuent au...",Standard,2025-11-24
,Aquaplug protection auditive réutilisable - Quies,QUIES,3435171161019,"24,000 TND",24.0,,,0.0,https://cosmetique.tn/-bouchons-oreilles-/7759-aquaplug-protection-auditive-reutilisable-quies-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18987-thickbox_default/aquaplug-protection-auditive-reutilisable-quies-.jpg,"Cette paire de protections auditives Aquaplug de Quies est spécialement conçue pour la natation. Elles protégeront les oreilles de l'eau lors de sports nautiques, mais également sous la douche. Elles agissent tout en permettant à leur porteur de bien percevoir les sons. 
Caractéristiques :
Silicone.
Une paire réutilisable.
Convient pour toutes les...",Standard,2025-11-24
,Brosse à dents original white medium 563 blanc- gum,GUM,7630019902304-Blanc,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/6086--brosse-a-dents-original-white-medium-563-blanc-gum.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/15027-thickbox_default/-brosse-a-dents-original-white-medium-563-blanc-gum.jpg,"GUM Original White Brosse à Dents Medium 563 - Couleur : blanc élimine plus facilement les colorations dentaires que d'autres brosses à dents classiques.
Les brins recouverts d'un élastomère spécial, aident les dents à retrouver leur blancheur naturelle, éliminant efficacement et en douceur la plaque et les colorations de la surface de la dent, tout en...",Standard,2025-11-24
,Kemphor Brosse à dents ortho vert,kemphor,8410496001290-Vert,"9,500 TND",9.5,,,0.0,https://cosmetique.tn/brosse-a-dents/5659-brosse-a-dents-ortho-vert-kemphor.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13654-thickbox_default/brosse-a-dents-ortho-vert-kemphor.jpg,"Profil en V pour un nettoyage facile autour des courroies et des fils. Des filaments de Tynex qui prennent soin de l'émail et des gencives. Col flexible et allongé qui permet une manipulation facile, atteignant les zones d'accès difficile. Poignée antidérapante et ergonomique. .• Système de poils V-Trim.• Poils arrondis.• Long cou étroit qui offre un...",Standard,2025-11-24
,Dorzen 30 gélules -xen,Xen,6192440600538,"21,500 TND",21.5,,,0.0,https://cosmetique.tn/confort/3926-dorzen-30-gelules-xen.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8914-thickbox_default/dorzen-30-gelules-xen.jpg,"Relaxation et endormissement facile
Diminution des réveils nocturnes
Réveil sans somnolence
Conseil d'utilisation
Prendre une gélule 1/2 heure avant le coucher avec un verre d'eau.",Standard,2025-11-24
,Bain de bouche gingidex  300ml - gum,GUM,0070942304030,"17,900 TND",17.9,,,0.0,https://cosmetique.tn/bain-de-bouche-/3401-gum-bain-de-bouche-gingidex-300ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7871-thickbox_default/gum-bain-de-bouche-gingidex-300ml.jpg,"Un bain de bouche conçu pour prendre soin de vos gencives
Avec le bain de bouche Gingidex, la marque Gum propose un soin dentaire conçu pour prévenir et soulager les affections de la cavité buccale. Dotée de propriétés antiseptiques, cette solution s’utilise dès les premiers signes de gingivite et en prévention des affections parodontales récurrentes. Le...",Standard,2025-11-24
,Désodorisant d'atmosphère puissant vanille de poche 30 ml - septanil,Septanil,6192427309195,"5,000 TND",5.0,,,0.0,https://cosmetique.tn/desodorisant/3087-desodorisant-d-atmosphere-puissant-vanille-de-poche-30-ml-septanil.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/14803-thickbox_default/desodorisant-d-atmosphere-puissant-vanille-de-poche-30-ml-septanil.jpg,"Ce désodorisant d’atmosphère, est le produit idéal pour purifier, assainir et rafraîchir l'atmosphère pour une sensation de bien-être, neutralisant les odeurs les plus tenaces tous vos espaces (dans les voitures, les bureaux, salles peu aérées ou enfumées, sanitaires, salles de restaurations, écoles, hôpitaux, salles d’attente, valable même sur les...",Standard,2025-11-24
,Savon solide à froid argile verte 140g-oliva nature,Oliva Nature,6192490900039,"9,000 TND",9.0,,,0.0,https://cosmetique.tn/savon/1804-savon-solide-a-froid-argile-verte-140g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7519-thickbox_default/savon-solide-a-froid-argile-verte-140g-oliva-nature.jpg,"SAVON SOLIDE A FROID ARGILE VERTE  ANTI ACNE PURIFIANT  Adapté aux peaux grasses
Ingrédients (INCI) : Huile d’olive vierge , Eau, Hydroxyde de sodium  , Argile verte, fragrance.
Surgras 3%
Riche en Glycérine ± 9  %
OA1
± 140 g",Standard,2025-11-24
,Désodorisant d’atmosphère lavande d'alpes septanil-5l,Septanil,6192427309249,"127,000 TND",127.0,,,0.0,https://cosmetique.tn/desodorisant/1795-desodorisant-datmosphere-lavande-d-alpes-5l-septanil.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/6756-thickbox_default/desodorisant-datmosphere-lavande-d-alpes-5l-septanil.jpg,DÉSODORISANT D’ATMOSPHÈRE LAVANDE D'ALPES 5L SEPTANIL,Standard,2025-11-24
,Sensodyne brosse à dents multi protection souple bleu,Sensodyne,3094905001115-bleu,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/8481-sensodyne-brosse-a-dents-multi-protection-souple-bleu.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20135-thickbox_default/sensodyne-brosse-a-dents-multi-protection-souple-bleu.jpg,Brosse à Dents Sensodyne Multi Protection Souple La brosse à dents Multi-Protection de Sensodyne a été spécialement adaptée et conçue pour les personnes ayant les dents sensibles. Cette brosse à dent possède une petite tête inclinée lui permettant ainsi d'atteindre les zones de votre bouche habituellement difficile d'accès pour un nettoyage en profondeur....,Standard,2025-11-24
,Sensodyne brosse à dents multi protection souple vert,Sensodyne,3094905001115-vert,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/8480-sensodyne-brosse-a-dents-multi-protection-souple-vert.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20137-thickbox_default/sensodyne-brosse-a-dents-multi-protection-souple-vert.jpg,Brosse à Dents Sensodyne Multi Protection Souple La brosse à dents Multi-Protection de Sensodyne a été spécialement adaptée et conçue pour les personnes ayant les dents sensibles. Cette brosse à dent possède une petite tête inclinée lui permettant ainsi d'atteindre les zones de votre bouche habituellement difficile d'accès pour un nettoyage en profondeur....,Standard,2025-11-24
,Sensodyne brosses a dents répare et protège souple vert,Sensodyne,5054563022295-vert,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/8479-sensodyne-brosses-a-dents-repare-et-protege-souple-vert.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20136-thickbox_default/sensodyne-brosses-a-dents-repare-et-protege-souple-vert.jpg,La brosse à dents Répare & Protège de Sensodyne a été spécialement conçue pour les personnes ayant les dents sensibles. Elle est dotée de filaments qui fléchissent au contact des dents et des gencives pour garantir un nettoyage en douceur. Les filaments externes de la brosse sont effilés afin de rendre leur extrémité encore plus flexible pour protéger...,Standard,2025-11-24
,Sensodyne brosses a dents répare et protège souple rouge,Sensodyne,5054563022295-rouge,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/brosse-a-dents/8478-sensodyne-brosses-a-dents-repare-et-protege-souple-rouge-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20134-thickbox_default/sensodyne-brosses-a-dents-repare-et-protege-souple-rouge-.jpg,La brosse à dents Répare & Protège de Sensodyne a été spécialement conçue pour les personnes ayant les dents sensibles. Elle est dotée de filaments qui fléchissent au contact des dents et des gencives pour garantir un nettoyage en douceur. Les filaments externes de la brosse sont effilés afin de rendre leur extrémité encore plus flexible pour protéger...,Standard,2025-11-24
,K-reine Gel douche de luxe secret d'amour 300 ml,K-reine,6192427310245,"19,900 TND",19.9,,,0.0,https://cosmetique.tn/gel-douche/7926-gel-douche-de-lux-secret-d-amour-300-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19277-thickbox_default/gel-douche-de-lux-secret-d-amour-300-ml-k-reine.jpg,"Gel Douche de Luxe avec sa mousse abondante pour une peau extra douce après chaque douche, pour une sensation enchanteresse de propreté, de fraîcheur et de vitalité. 
Utilisation : appliquer sur le corps en massant, pour une sensation de propreté, de fraicheur et de vitalité ainsi qu’une abondante mousse et une agréable senteur qui dure plus de 8 h.",Standard,2025-11-24
,"Dentifrice multi protection, 75ml - Sensodyne",Sensodyne,5054563109385,"24,500 TND",24.5,,,0.0,https://cosmetique.tn/dentifrice/7290-dentifrice-multi-protection-75ml-sensodyne-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17963-thickbox_default/dentifrice-multi-protection-75ml-sensodyne-.jpg,"La formule du dentifrice Multi Protection des laboratoires Sensodyne permet de maintenir la blancheur naturelle de vos dents. Riche en fluor, il protège et renforce l'émail de vos dents, tout en vous procurant une haleine fraîche. La Novamin présente dans ce dentifrice permet de restaurer une couche protectrice sur les zones sensibles de vos dents....",Standard,2025-11-24
,Byphasse - Lingettes intimes Ph Neutre,Byphasse,8436097095414,"11,500 TND",11.5,,,0.0,https://cosmetique.tn/lingettes-intimes/7096-lingettes-intimes-byphasse-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22156-thickbox_default/lingettes-intimes-byphasse-.jpg,"Lingettes intimes spécialement développées pour l'hygiène intime et quotidienne des femmes.
Une formule très douce qui respecte la sensibilité de la zone intime, apportant fraîcheur et confort au quotidien.
Vous pourrez les emporter partout grâce à son petit format.
Une formule spéciale au pH qui respecte votre peau.
Convient à tous les types de peau.",Standard,2025-11-24
,Byphasse Gel douche au thé blanc 500ml,Byphasse,8436097093601,"11,100 TND",11.1,,,0.0,https://cosmetique.tn/gel-douche/7024-gel-douche-au-the-blanc-500ml-byphasse-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17328-thickbox_default/gel-douche-au-the-blanc-500ml-byphasse-.jpg,"Les parfums subtils et exotiques de notre gamme vous font voyager vers des horizons inoubliables. Le lait de douche BYPHASSE à l’extrait de thé blanc d’Asie, protège et revitalise votre peau en la laissant subtilement parfumée.
Résultat beauté : Un lait onctueux qui laisse votre peau douce et délicatement parfumée. Vous vous sentez fraîche et protégée...",Standard,2025-11-24
,Byphasse Lait de douche caresse fleur de vanille tous types de peaux 1l,Byphasse,8436097095810,"19,316 TND",19.316,,,0.0,https://cosmetique.tn/gel-douche/4541-lait-de-douche-fleur-de-vanille-1l-byphasse.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/10270-thickbox_default/lait-de-douche-fleur-de-vanille-1l-byphasse.jpg,"14
Le lait de douche à l’extrait de vanille lave en douceur votre peau. Sa texture onctueuse et son parfum subtil vous feront voyager le temps d’une douche vers des horizons inoubliables.
Une formule douce au pH neutreEncore plus de caresses dans ce nouveau format 1 litre (100 douches)Une bouteille-pompe avec un doseur pratique et facile à utiliser pour...",Standard,2025-11-24
,Savon solide à froid gommage 140g-oliva nature,Oliva Nature,6192490900053,"9,000 TND",9.0,,,0.0,https://cosmetique.tn/savon/1809-savon-solide-a-froid-gommage-140g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7524-thickbox_default/savon-solide-a-froid-gommage-140g-oliva-nature.jpg,"EXFOLIANT,REVITALISANT ET Adapté à tout type de peau
Ingrédients (INCI) : Huile d’olive vierge , Eau, Hydroxyde de sodium , fragrance, Exfoliant naturel .
Surgras 3%
Riche en Glycérine ± 9  %
OG1
± 140 g
A conserver dans un endroit sec et aéré après chaque utilisation, à l'abri de la chaleur et l'humidité. 
Le savon à froid se bonifie avec l'âge.",Standard,2025-11-24
,Savon solide à froid argile rouge 140g - oliva nature,Oliva Nature,6192490900046,"9,000 TND",9.0,,,0.0,https://cosmetique.tn/savon/1808-savon-solide-a-froid-argile-rouge-140g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7149-thickbox_default/savon-solide-a-froid-argile-rouge-140g-oliva-nature.jpg,"tonifiant,illuminant et Adapté à tout type de peau,en particulier aux peaux mixtes
Ingrédients (INCI) : Huile d’olive vierge , Eau, Hydroxyde de sodium , Argile rouge, fragrance.
Surgras 3%
Riche en Glycérine ± 9  %
A conserver dans un endroit sec et aéré après chaque utilisation, à l'abri de la chaleur et l'humidité. 
Le savon à froid se bonifie avec...",Standard,2025-11-24
,Savon crème à l'huile d'olive vierge miel 150g - oliva nature,Oliva Nature,6192490900244,"15,000 TND",15.0,,,0.0,https://cosmetique.tn/savon/3550-savon-creme-a-l-huile-d-olive-vierge-miel-150g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8347-thickbox_default/savon-creme-a-l-huile-d-olive-vierge-miel-150g-oliva-nature.jpg,"SAVON CRÈME MIEL
RÉPARATEUR, APAISANT
CONVIENT À TOUTE LA FAMILLE, BÉBÉS, ENFANTS, FEMMES ENCEINTES AINSI AUX PEAUX SÈCHES ET ABÎMÉES.
SANS PARFUM AJOUTÉ.
SANS COLORANT AJOUTÉ.
POUR VISAGE ET CORPS.
100% A L’HUILES VÉGÉTALES (80% D’HUILE D’OLIVE VIERGE).
100% NATUREL
SURGRAS: 7% (HUILES NON SAPONIFIÉES).
GLYCÉRINE NATURELLE: ± 9% .
INGRÉDIENTS(INCI):...",Standard,2025-11-24
,Pain surgras ultra haute tolérance peaux sèches à très sèches 100g -rogé cavaillès,Rogé Cavaillès,3596490004859,"13,500 TND",13.5,"15,000 TND",15.0,10.0,https://cosmetique.tn/savon/3329-roge-cavailles-dermo-uht-pain-surgras-100-g.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7799-thickbox_default/roge-cavailles-dermo-uht-pain-surgras-100-g.jpg,"Spécialement formulé pour les peaux sèches à très sèches, le Pain Ultra Haute Tolérance Dermo-U.H.T. assure un respect et une protection maximum.
 Développé avec des dermatologues, il ne contient que des ingrédients sélectionnés pour leur innocuité, notamment une base lavante végétale choisie pour sa douceur.
 Grâce au complexe Dermo-U.H.T. associé au...",Standard,2025-11-24
,Savon solide à froid karité 140g-oliva nature,Oliva Nature,6192490900077,"10,000 TND",10.0,,,0.0,https://cosmetique.tn/savon/1803-savon-a-foid-solide-karite-140g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7518-thickbox_default/savon-a-foid-solide-karite-140g-oliva-nature.jpg,"SAVON A FOID SOLIDE KARITE ultra doux cremeux   Adapté  aux peaux desséchées et sensibles
Ingrédients (INCI) : Huile d’olive vierge, Eau, huile de coco  ,Beurre de Karité brut, Hydroxyde de sodium, cire d'abeille, colorant naturel.
Surgras 7 %
Riche en Glycérine ± 9  %
VK1
± 140 g
A conserver dans un endroit sec et aéré après chaque utilisation, à l'abri...",Standard,2025-11-24
,Farmona Gel bain et douche Papaye & Tamarillo 425ml,Farmona,5900117005255,"17,700 TND",17.7,,,0.0,https://cosmetique.tn/gel-douche/8216-gel-bain-et-douche-papaye-tamarillo-425ml-farmona.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19623-thickbox_default/gel-bain-et-douche-papaye-tamarillo-425ml-farmona.jpg,"Le gel de douche à la pêche et à la Papaye & Tamarillo est dédié à tous les types de peau. Il assure à votre corps une hydratation en douceure. Il raffermit, lisse la peau, assurant ainsi une apparence saine. Il est enrichi à la vitamines A, E, F et aux huiles naturelles de fruits.",Standard,2025-11-24
,Farmona Gel bain et douche Caramel & Cannelle 425ml,Farmona,5900117007365,"17,700 TND",17.7,,,0.0,https://cosmetique.tn/gel-douche/8212-gel-bain-et-douche-caramel-cannelle-425ml-farmona.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19615-thickbox_default/gel-bain-et-douche-caramel-cannelle-425ml-farmona.jpg,"Le gel de douche à la caramel et à la cannelle est dédié à tous les types de peau. Il assure à votre corps une hydratation en douceure. Il raffermit, lisse la peau, assurant ainsi une apparence saine. Il est enrichi à la vitamines A, E, F et aux huiles naturelles de fruits.",Standard,2025-11-24
